Feature,Midle,Turned,Value
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_cert,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_cert,cert,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_certChain,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_certChain,certChain,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_ctlog,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_ctlog,ctlog,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_ctlog_ignoreSCT,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_ctlog_ignoreSCT,ignoreSCT,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_ctlog_pubkey,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_ctlog_pubkey,pubkey,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_ctlog_tsaCertChain,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_ctlog_tsaCertChain,tsaCertChain,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_rekor,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_rekor,rekor,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_rekor_ignoreTlog,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_rekor_ignoreTlog,ignoreTlog,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_rekor_pubkey,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_rekor_pubkey,pubkey,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_rekor_url,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_certificates_rekor_url,url,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless,keyless,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_additionalExtensions,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_additionalExtensions,additionalExtensions,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_ctlog,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_ctlog,ctlog,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_ctlog_ignoreSCT,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_ctlog_ignoreSCT,ignoreSCT,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_ctlog_pubkey,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_ctlog_pubkey,pubkey,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_ctlog_tsaCertChain,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_ctlog_tsaCertChain,tsaCertChain,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_issuer,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_issuer,issuer,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_issuerRegExp,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_issuerRegExp,issuerRegExp,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_rekor,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_rekor,rekor,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_rekor_ignoreTlog,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_rekor_ignoreTlog,ignoreTlog,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_rekor_pubkey,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_rekor_pubkey,pubkey,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_rekor_url,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_rekor_url,url,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_roots,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_roots,roots,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_subject,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_subject,subject,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_subjectRegExp,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keyless_subjectRegExp,subjectRegExp,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys,keys,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_ctlog,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_ctlog,ctlog,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_ctlog_ignoreSCT,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_ctlog_ignoreSCT,ignoreSCT,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_ctlog_pubkey,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_ctlog_pubkey,pubkey,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_ctlog_tsaCertChain,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_ctlog_tsaCertChain,tsaCertChain,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_kms,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_kms,kms,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_publicKeys,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_publicKeys,publicKeys,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_rekor,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_rekor,rekor,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_rekor_ignoreTlog,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_rekor_ignoreTlog,ignoreTlog,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_rekor_pubkey,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_rekor_pubkey,pubkey,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_rekor_url,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_rekor_url,url,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_secret,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_secret,secret,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_secret_name,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_secret_name,name,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_secret_namespace,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_secret_namespace,namespace,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_signatureAlgorithm,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_keys_signatureAlgorithm,signatureAlgorithm,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_repository,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_repository,repository,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_signatureAlgorithm,ClusterPolicy_spec_rules_verifyImages_attestations_attestors_entries_signatureAlgorithm,signatureAlgorithm,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions,ClusterPolicy_spec_rules_verifyImages_attestations_conditions,conditions,-
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all,all,-
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_key,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_key,key,preserveUnknownFields
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_message,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_message,message,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator,operator,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_Equals,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_Equals,Equals,Equals
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_NotEquals,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_NotEquals,NotEquals,NotEquals
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_In,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_In,In,In
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_AnyIn,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_AnyIn,AnyIn,AnyIn
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_AllIn,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_AllIn,AllIn,AllIn
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_NotIn,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_NotIn,NotIn,NotIn
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_AnyNotIn,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_AnyNotIn,AnyNotIn,AnyNotIn
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_AllNotIn,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_AllNotIn,AllNotIn,AllNotIn
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_GreaterThanOrEquals,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_GreaterThanOrEquals,GreaterThanOrEquals,GreaterThanOrEquals
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_GreaterThan,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_GreaterThan,GreaterThan,GreaterThan
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_LessThanOrEquals,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_LessThanOrEquals,LessThanOrEquals,LessThanOrEquals
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_LessThan,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_LessThan,LessThan,LessThan
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_DurationGreaterThanOrEquals,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_DurationGreaterThanOrEquals,DurationGreaterThanOrEquals,DurationGreaterThanOrEquals
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_DurationGreaterThan,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_DurationGreaterThan,DurationGreaterThan,DurationGreaterThan
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_DurationLessThanOrEquals,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_DurationLessThanOrEquals,DurationLessThanOrEquals,DurationLessThanOrEquals
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_DurationLessThan,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_operator_DurationLessThan,DurationLessThan,DurationLessThan
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_value,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_all_value,value,preserveUnknownFields
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any,any,-
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_key,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_key,key,preserveUnknownFields
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_message,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_message,message,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator,operator,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_Equals,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_Equals,Equals,Equals
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_NotEquals,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_NotEquals,NotEquals,NotEquals
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_In,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_In,In,In
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_AnyIn,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_AnyIn,AnyIn,AnyIn
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_AllIn,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_AllIn,AllIn,AllIn
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_NotIn,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_NotIn,NotIn,NotIn
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_AnyNotIn,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_AnyNotIn,AnyNotIn,AnyNotIn
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_AllNotIn,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_AllNotIn,AllNotIn,AllNotIn
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_GreaterThanOrEquals,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_GreaterThanOrEquals,GreaterThanOrEquals,GreaterThanOrEquals
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_GreaterThan,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_GreaterThan,GreaterThan,GreaterThan
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_LessThanOrEquals,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_LessThanOrEquals,LessThanOrEquals,LessThanOrEquals
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_LessThan,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_LessThan,LessThan,LessThan
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_DurationGreaterThanOrEquals,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_DurationGreaterThanOrEquals,DurationGreaterThanOrEquals,DurationGreaterThanOrEquals
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_DurationGreaterThan,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_DurationGreaterThan,DurationGreaterThan,DurationGreaterThan
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_DurationLessThanOrEquals,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_DurationLessThanOrEquals,DurationLessThanOrEquals,DurationLessThanOrEquals
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_DurationLessThan,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_operator_DurationLessThan,DurationLessThan,DurationLessThan
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_value,ClusterPolicy_spec_rules_verifyImages_attestations_conditions_any_value,value,preserveUnknownFields
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_name,ClusterPolicy_spec_rules_verifyImages_attestations_name,name,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_predicateType,ClusterPolicy_spec_rules_verifyImages_attestations_predicateType,predicateType,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestations_type,ClusterPolicy_spec_rules_verifyImages_attestations_type,type,
kyverno_io_v1_ClusterPolicy_spec_rules_verifyImages_attestors,ClusterPolicy_spec_rules_verifyImages_attestors,attestors,-
